"","keyword","date","geo","hits"
"133","covid",2021-01-16,"Alaska",38
"134","covid",2021-01-17,"Alaska",69
"135","covid",2021-01-18,"Alaska",69
"136","covid",2021-01-19,"Alaska",83
"137","covid",2021-01-20,"Alaska",56
"138","covid",2021-01-21,"Alaska",61
"139","covid",2021-01-22,"Alaska",45
"140","covid",2021-01-23,"Alaska",44
"141","covid",2021-01-24,"Alaska",54
"142","covid",2021-01-25,"Alaska",74
"143","covid",2021-01-26,"Alaska",52
"144","covid",2021-01-27,"Alaska",59
"145","covid",2021-01-28,"Alaska",53
"146","covid",2021-01-29,"Alaska",50
"147","covid",2021-01-30,"Alaska",62
"148","covid",2021-01-31,"Alaska",36
"149","covid",2021-02-01,"Alaska",69
"150","covid",2021-02-02,"Alaska",49
"151","covid",2021-02-03,"Alaska",53
"152","covid",2021-02-04,"Alaska",58
"153","covid",2021-02-05,"Alaska",59
"154","covid",2021-02-06,"Alaska",39
"155","covid",2021-02-07,"Alaska",35
"156","covid",2021-02-08,"Alaska",46
"157","covid",2021-02-09,"Alaska",49
"158","covid",2021-02-10,"Alaska",64
"159","covid",2021-02-11,"Alaska",89
"160","covid",2021-02-12,"Alaska",56
"161","covid",2021-02-13,"Alaska",35
"162","covid",2021-02-14,"Alaska",43
"163","covid",2021-02-15,"Alaska",34
"164","covid",2021-02-16,"Alaska",47
"165","covid",2021-02-17,"Alaska",57
"166","covid",2021-02-18,"Alaska",65
"167","covid",2021-02-19,"Alaska",53
"168","covid",2021-02-20,"Alaska",21
"169","covid",2021-02-21,"Alaska",35
"170","covid",2021-02-22,"Alaska",51
"171","covid",2021-02-23,"Alaska",64
"172","covid",2021-02-24,"Alaska",51
"173","covid",2021-02-25,"Alaska",63
"174","covid",2021-02-26,"Alaska",40
"175","covid",2021-02-27,"Alaska",43
"176","covid",2021-02-28,"Alaska",42
"177","covid",2021-03-01,"Alaska",51
"178","covid",2021-03-02,"Alaska",67
"179","covid",2021-03-03,"Alaska",61
"180","covid",2021-03-04,"Alaska",68
"181","covid",2021-03-05,"Alaska",53
"182","covid",2021-03-06,"Alaska",63
"183","covid",2021-03-07,"Alaska",36
"184","covid",2021-03-08,"Alaska",71
"185","covid",2021-03-09,"Alaska",40
"186","covid",2021-03-10,"Alaska",86
"187","covid",2021-03-11,"Alaska",44
"188","covid",2021-03-12,"Alaska",79
"189","covid",2021-03-13,"Alaska",46
"190","covid",2021-03-14,"Alaska",37
"191","covid",2021-03-15,"Alaska",54
"192","covid",2021-03-16,"Alaska",71
"193","covid",2021-03-17,"Alaska",38
"194","covid",2021-03-18,"Alaska",70
"195","covid",2021-03-19,"Alaska",44
"196","covid",2021-03-20,"Alaska",34
"197","covid",2021-03-21,"Alaska",60
"198","covid",2021-03-22,"Alaska",47
"199","covid",2021-03-23,"Alaska",58
"200","covid",2021-03-24,"Alaska",46
"201","covid",2021-03-25,"Alaska",42
"202","covid",2021-03-26,"Alaska",64
"203","covid",2021-03-27,"Alaska",43
"204","covid",2021-03-28,"Alaska",27
"205","covid",2021-03-29,"Alaska",31
"206","covid",2021-03-30,"Alaska",55
"207","covid",2021-03-31,"Alaska",42
"208","covid",2021-04-01,"Alaska",39
"209","covid",2021-04-02,"Alaska",48
"210","covid",2021-04-03,"Alaska",47
"211","covid",2021-04-04,"Alaska",38
"212","covid",2021-04-05,"Alaska",52
"213","covid",2021-04-06,"Alaska",58
"214","covid",2021-04-07,"Alaska",50
"215","covid",2021-04-08,"Alaska",33
"216","covid",2021-04-09,"Alaska",33
"217","covid",2021-04-10,"Alaska",22
"218","covid",2021-04-11,"Alaska",39
"219","covid",2021-04-12,"Alaska",47
"220","covid",2021-04-13,"Alaska",26
"221","covid",2021-04-14,"Alaska",39
"222","covid",2021-04-15,"Alaska",29
"223","covid",2021-04-16,"Alaska",51
"224","covid",2021-04-17,"Alaska",52
"225","covid",2021-04-18,"Alaska",28
"226","covid",2021-04-19,"Alaska",30
"227","covid",2021-04-20,"Alaska",31
"228","covid",2021-04-21,"Alaska",54
"229","covid",2021-04-22,"Alaska",45
"230","covid",2021-04-23,"Alaska",36
"231","covid",2021-04-24,"Alaska",39
"232","covid",2021-04-25,"Alaska",37
"233","covid",2021-04-26,"Alaska",49
"234","covid",2021-04-27,"Alaska",40
"235","covid",2021-01-01,"Arizona",59
"236","covid",2021-01-02,"Arizona",67
"237","covid",2021-01-03,"Arizona",57
"238","covid",2021-01-04,"Arizona",71
"239","covid",2021-01-05,"Arizona",82
"240","covid",2021-01-06,"Arizona",77
"241","covid",2021-01-07,"Arizona",70
"242","covid",2021-01-08,"Arizona",71
"243","covid",2021-01-09,"Arizona",66
"244","covid",2021-01-10,"Arizona",65
"245","covid",2021-01-11,"Arizona",92
"246","covid",2021-01-12,"Arizona",86
"247","covid",2021-01-13,"Arizona",83
"248","covid",2021-01-14,"Arizona",84
"249","covid",2021-01-15,"Arizona",79
"250","covid",2021-01-16,"Arizona",68
"251","covid",2021-01-17,"Arizona",65
"252","covid",2021-01-18,"Arizona",74
"253","covid",2021-01-19,"Arizona",95
"254","covid",2021-01-20,"Arizona",73
"255","covid",2021-01-21,"Arizona",63
"256","covid",2021-01-22,"Arizona",64
"257","covid",2021-01-23,"Arizona",63
"258","covid",2021-01-24,"Arizona",53
"259","covid",2021-01-25,"Arizona",63
"260","covid",2021-01-26,"Arizona",58
"261","covid",2021-01-27,"Arizona",58
"262","covid",2021-01-28,"Arizona",60
"263","covid",2021-01-29,"Arizona",55
"264","covid",2021-01-30,"Arizona",53
"265","covid",2021-01-31,"Arizona",55
"266","covid",2021-02-01,"Arizona",57
"267","covid",2021-02-02,"Arizona",61
"268","covid",2021-02-03,"Arizona",62
"269","covid",2021-02-04,"Arizona",58
"270","covid",2021-02-05,"Arizona",51
"271","covid",2021-02-06,"Arizona",45
"272","covid",2021-02-07,"Arizona",39
"273","covid",2021-02-08,"Arizona",50
"274","covid",2021-02-09,"Arizona",54
"275","covid",2021-02-10,"Arizona",53
"276","covid",2021-02-11,"Arizona",58
"277","covid",2021-02-12,"Arizona",52
"278","covid",2021-02-13,"Arizona",38
"279","covid",2021-02-14,"Arizona",40
"280","covid",2021-02-15,"Arizona",53
"281","covid",2021-02-16,"Arizona",49
"282","covid",2021-02-17,"Arizona",46
"283","covid",2021-02-18,"Arizona",45
"284","covid",2021-02-19,"Arizona",39
"285","covid",2021-02-20,"Arizona",39
"286","covid",2021-02-21,"Arizona",36
"287","covid",2021-02-22,"Arizona",47
"288","covid",2021-02-23,"Arizona",40
"289","covid",2021-02-24,"Arizona",44
"290","covid",2021-02-25,"Arizona",47
"291","covid",2021-02-26,"Arizona",37
"292","covid",2021-02-27,"Arizona",40
"293","covid",2021-02-28,"Arizona",41
"294","covid",2021-03-01,"Arizona",47
"295","covid",2021-03-02,"Arizona",69
"296","covid",2021-03-03,"Arizona",63
"297","covid",2021-03-04,"Arizona",50
"298","covid",2021-03-05,"Arizona",51
"299","covid",2021-03-06,"Arizona",46
"300","covid",2021-03-07,"Arizona",48
"301","covid",2021-03-08,"Arizona",48
"302","covid",2021-03-09,"Arizona",49
"303","covid",2021-03-10,"Arizona",45
"304","covid",2021-03-11,"Arizona",53
"305","covid",2021-03-12,"Arizona",51
"306","covid",2021-03-13,"Arizona",44
"307","covid",2021-03-14,"Arizona",37
