"","Date","State","covid","mask","qanon","social distancing","vaccine","vaccine near me","cases","deaths","total_vaccinations","total_distributed","people_vaccinated","people_fully_vaccinated_per_hundred","total_vaccinations_per_hundred","people_fully_vaccinated","people_vaccinated_per_hundred","distributed_per_hundred","daily_vaccinations_raw","daily_vaccinations","daily_vaccinations_per_million","share_doses_used"
"3757",2021-03-17,"Connecticut",39,19,7,0,27,0,294328,7807,1483587,1774555,977155,14.82,41.61,528525,27.41,49.77,23253,30144,8455,0.836
"3758",2021-03-17,"Delaware",58,34,0,0,50,72,91123,1516,346179,461335,218487,12.79,35.55,124533,22.44,47.38,7750,8702,8936,0.75
"3759",2021-03-17,"Florida",26,25,2,3,22,35,1989024,32504,7332554,9981955,4524707,11.93,34.14,2562319,21.07,46.48,134665,180340,8397,0.735
"3760",2021-03-17,"Georgia",21,17,5,6,19,49,1038550,18359,2814158,4284205,1710417,9.89,26.51,1050574,16.11,40.35,3886,57880,5451,0.657
"3761",2021-03-17,"Hawaii",66,22,0,88,64,33,29397,451,559118,735390,349281,15.25,39.49,215871,24.67,51.94,12995,11894,8400,0.76
"3762",2021-03-17,"Idaho",56,41,0,0,51,0,176461,1935,566777,726515,349038,12.07,31.72,215734,19.53,40.65,698,9892,5535,0.78
"3763",2021-03-17,"Illinois",53,22,7,0,66,39,1213668,23255,4469795,5664615,2909272,12.57,35.27,1592976,22.96,44.7,90740,113886,8987,0.789
"3764",2021-03-17,"Indiana",40,11,0,0,45,16,674430,12893,2206988,2817710,1345400,13.01,32.78,875577,19.98,41.85,36344,38939,5784,0.783
"3765",2021-03-17,"Iowa",65,14,0,0,62,0,344267,5666,1155384,1377395,756625,13.61,36.62,429403,23.98,43.66,381,26501,8399,0.839
"3766",2021-03-17,"Kansas",25,33,0,0,34,15,301063,4793,931281,1371785,638421,11.67,31.97,339940,21.91,47.09,14174,23092,7926,0.679
"3767",2021-03-17,"Kentucky",33,17,0,0,33,12,418372,5056,1582305,1953155,1072092,12.52,35.42,559194,24,43.72,34742,37642,8425,0.81
"3768",2021-03-17,"Louisiana",19,18,0,0,21,11,439002,9955,1519050,2062360,963135,12.12,32.68,563448,20.72,44.36,24568,29967,6446,0.737
"3769",2021-03-17,"Maine",39,38,0,91,39,15,47591,725,528359,636990,354939,14.36,39.31,193048,26.4,47.39,250,12417,9237,0.829
"3770",2021-03-17,"Maryland",42,26,4,0,41,14,395633,8099,2082976,2671490,1397258,12.93,34.45,782003,23.11,44.19,49542,45985,7606,0.78
"3771",2021-03-17,"Massachusetts",60,19,4,0,55,25,606377,16732,2710203,3159090,1805897,13.68,39.32,942557,26.2,45.83,76705,56612,8214,0.858
"3772",2021-03-17,"Michigan",44,16,11,22,26,16,680279,16809,3310710,4357770,2152908,12.18,33.15,1216351,21.56,43.64,65112,68484,6857,0.76
"3773",2021-03-17,"Minnesota",49,16,12,0,29,22,499962,6824,2080648,2494350,1379321,13.45,36.89,758802,24.46,44.23,34497,44097,7819,0.834
"3774",2021-03-17,"Mississippi",17,6,0,0,10,36,301602,6936,921413,1314855,604746,11.28,30.96,335856,20.32,44.18,15273,17158,5765,0.701
"3775",2021-03-17,"Missouri",34,16,6,72,28,18,572844,8702,1939762,2623475,1235858,10.8,31.61,663018,20.14,42.75,31903,36343,5922,0.739
"3776",2021-03-17,"Montana",62,8,0,0,26,0,102484,1396,406867,517205,257975,14.43,38.07,154190,24.14,48.39,5151,8177,7651,0.787
"3777",2021-03-17,"Nebraska",52,12,0,0,18,0,205214,2129,712099,873070,457500,13.74,36.81,265864,23.65,45.13,14923,14961,7734,0.816
"3778",2021-03-17,"Nevada",42,7,0,0,23,8,300118,5147,1034347,1302310,651736,12.04,33.58,370823,21.16,42.28,14210,22243,7221,0.794
"3779",2021-03-17,"New Hampshire",57,10,0,0,42,41,79367,1202,478758,607415,345874,12,35.21,163149,25.44,44.67,7278,10485,7711,0.788
"3780",2021-03-17,"New Jersey",64,12,8,0,49,74,848727,24045,3254946,3878855,2251222,13.09,36.65,1162372,25.35,43.67,80217,77142,8685,0.839
"3781",2021-03-17,"New Mexico",49,20,11,0,24,15,188907,3872,983709,1131335,630828,17.56,46.91,368179,30.08,53.95,13213,20439,9748,0.87
"3782",2021-03-17,"New York",53,30,2,0,50,47,1761775,49171,6700442,8921845,4487772,11.37,34.44,2211524,23.07,45.86,128590,144104,7408,0.751
"3783",2021-03-17,"North Carolina",59,32,0,6,51,73,889310,11757,3630467,4596440,2337632,12.6,34.62,1321297,22.29,43.83,66260,93062,8873,0.79
"3784",2021-03-17,"North Dakota",56,29,0,0,20,0,101284,1490,325202,367000,200698,15.06,42.67,114769,26.34,48.16,3509,6349,8331,0.886
"3785",2021-03-17,"Ohio",67,30,2,0,54,52,993681,18855,3928456,5173835,2507736,12.62,33.61,1474716,21.45,44.26,65500,87425,7479,0.759
"3786",2021-03-17,"Oklahoma",26,28,0,0,19,5,434745,4788,1519597,2132425,975627,13.49,38.4,533659,24.66,53.89,31207,26397,6671,0.713
"3787",2021-03-17,"Oregon",34,44,0,0,29,20,160288,2349,1414113,1851555,906252,12.33,33.53,519950,21.49,43.9,1831,25040,5937,0.764
"3788",2021-03-17,"Pennsylvania",51,27,12,0,48,29,976442,24698,4491125,5860715,3012928,12.02,35.08,1538429,23.53,45.78,150294,121873,9520,0.766
"3789",2021-03-17,"Rhode Island",50,52,0,0,60,32,132184,2588,403044,496165,286139,11.68,38.05,123688,27.01,46.84,6201,8864,8367,0.812
"3790",2021-03-17,"South Carolina",31,34,7,0,30,31,536100,8933,1649023,2089905,1065987,11.61,32.03,597686,20.7,40.59,21898,32287,6271,0.789
"3791",2021-03-17,"South Dakota",25,5,0,0,16,0,114966,1915,384987,469175,248205,15.96,43.52,141180,28.06,53.03,5076,7561,8547,0.821
"3792",2021-03-17,"Tennessee",30,19,2,0,23,6,795963,11658,2007555,2823060,1300220,10.07,29.4,687720,19.04,41.34,46898,42292,6193,0.711
"3793",2021-03-17,"Texas",30,14,3,0,26,30,2742274,46827,8850377,12080835,5750589,10.14,30.52,2941437,19.83,41.66,189491,188675,6507,0.733
"3794",2021-03-17,"Utah",33,9,0,0,23,18,379780,2037,1052347,1248930,639360,8.77,32.82,281144,19.94,38.96,21717,21321,6650,0.843
"3795",2021-03-17,"Vermont",35,0,0,0,40,0,17106,217,246663,318720,158711,13.49,39.53,84148,25.43,51.08,2886,5650,9055,0.774
"3796",2021-03-17,"Virginia",56,17,0,4,59,31,598468,10154,3027633,3643465,1968155,13.08,35.47,1116040,23.06,42.69,40313,58693,6876,0.831
"3797",2021-03-17,"Washington",62,14,2,0,72,28,352012,5156,2705839,3427310,1742242,12.99,35.53,988886,22.88,45.01,40151,57488,7549,0.789
"3798",2021-03-17,"West Virginia",45,10,0,28,37,19,136334,2565,695358,879575,426168,14.7,38.8,263392,23.78,49.08,5709,12035,6715,0.791
"3799",2021-03-17,"Wisconsin",61,17,0,0,74,63,627060,7201,2160948,2542555,1373417,13.43,37.11,782060,23.59,43.67,30022,45875,7879,0.85
"3800",2021-03-17,"Wyoming",52,11,0,0,34,0,55449,693,214015,278515,130099,14.14,36.98,81856,22.48,48.12,46,3405,5883,0.768
"3801",2021-03-18,"Alabama",32,14,0,10,30,19,510048,10391,1390066,2118650,912663,10.88,28.35,533375,18.61,43.21,26079,25752,5252,0.656
"3802",2021-03-18,"Alaska",70,22,0,0,42,0,61091,310,351093,509025,213432,18.93,47.99,138464,29.18,69.58,5106,5390,7368,0.69
"3803",2021-03-18,"Arizona",42,22,0,0,45,35,834607,16645,2755436,3325025,1716937,13.45,37.86,978991,23.59,45.68,57913,57866,7950,0.829
"3804",2021-03-18,"Arkansas",36,9,0,0,40,14,328045,5515,929862,1359410,615670,10.75,30.81,324554,20.4,45.05,17202,18539,6143,0.684
"3805",2021-03-18,"California",51,20,2,2,69,23,3635179,57133,13563094,18024930,9097819,11.43,34.33,4517256,23.03,45.62,402067,334655,8470,0.752
"3806",2021-03-18,"Colorado",34,27,0,13,25,26,446580,6060,2029213,2644500,1285898,13.3,35.24,765933,22.33,45.92,41680,37878,6577,0.767
"3807",2021-03-18,"Connecticut",42,25,0,0,36,31,295484,7822,1514945,1820525,993878,15.24,42.49,543501,27.88,51.06,31358,30092,8440,0.832
"3808",2021-03-18,"Delaware",47,9,0,0,37,73,91425,1517,354571,474605,225478,12.93,36.41,125907,23.16,48.74,8392,7839,8050,0.747
"3809",2021-03-18,"Florida",26,28,5,3,20,27,1994117,32598,7522691,10234515,4652763,12.25,35.03,2630843,21.66,47.65,190137,170088,7919,0.735
"3810",2021-03-18,"Georgia",21,33,5,0,20,35,1040817,18420,2906563,4403365,1774120,10.19,27.38,1082385,16.71,41.47,92405,60380,5687,0.66
"3811",2021-03-18,"Hawaii",70,21,0,0,59,33,29505,451,572716,755470,359319,15.51,40.45,219607,25.38,53.36,13598,11919,8418,0.758
"3812",2021-03-18,"Idaho",51,19,0,0,46,14,176802,1938,586497,735815,359793,12.57,32.82,224667,20.13,41.17,19720,11219,6278,0.797
"3813",2021-03-18,"Illinois",57,30,0,8,70,38,1215992,23287,4584510,5739945,2983268,12.92,36.18,1637747,23.54,45.3,114715,115254,9095,0.799
"3814",2021-03-18,"Indiana",33,32,8,34,35,16,675388,12907,2252443,2861620,1374484,13.27,33.46,893151,20.42,42.51,45455,39053,5801,0.787
"3815",2021-03-18,"Iowa",56,38,0,0,73,51,344860,5672,1182560,1429895,772635,14,37.48,441682,24.49,45.32,27176,26167,8294,0.827
"3816",2021-03-18,"Kansas",37,42,11,0,45,14,301085,4793,959395,1389085,659314,11.96,32.93,348321,22.63,47.68,28114,23308,8001,0.691
"3817",2021-03-18,"Kentucky",35,34,3,0,31,17,419149,5504,1619517,2000045,1099332,12.78,36.25,571138,24.61,44.77,37212,37493,8392,0.81
"3818",2021-03-18,"Louisiana",20,30,0,0,20,13,439543,9974,1519659,2096030,963543,12.13,32.69,563914,20.73,45.09,609,25576,5502,0.725
"3819",2021-03-18,"Maine",53,32,0,0,34,8,47832,727,528977,666270,355660,14.38,39.35,193255,26.46,49.57,618,12341,9181,0.794
"3820",2021-03-18,"Maryland",47,27,0,0,51,14,396746,8113,2130973,2791910,1428416,13.21,35.25,798449,23.63,46.18,47997,45523,7530,0.763
"3821",2021-03-18,"Massachusetts",62,15,4,0,46,19,608318,16759,2773542,3270160,1845302,14.06,40.24,969041,26.77,47.45,63339,56746,8233,0.848
"3822",2021-03-18,"Michigan",45,12,0,22,25,49,683398,16843,3396328,4386080,2216026,12.45,34.01,1243440,22.19,43.92,85618,71003,7110,0.774
"3823",2021-03-18,"Minnesota",48,17,6,0,32,23,501458,6830,2119439,2527550,1399649,13.79,37.58,777983,24.82,44.82,38791,42264,7494,0.839
"3824",2021-03-18,"Mississippi",16,14,16,0,13,59,301924,6938,940902,1367555,617430,11.53,31.61,343155,20.75,45.95,19489,16757,5630,0.688
"3825",2021-03-18,"Missouri",34,21,0,0,26,33,573559,8708,1989274,2666685,1268923,11.1,32.41,681207,20.68,43.45,49512,37813,6161,0.746
"3826",2021-03-18,"Montana",30,16,0,0,17,0,102616,1406,414258,531005,263148,14.68,38.76,156863,24.62,49.68,7391,7830,7326,0.78
"3827",2021-03-18,"Nebraska",48,16,0,0,28,29,205539,2130,731885,895430,467152,14.28,37.84,276138,24.15,46.29,19786,14589,7542,0.817
"3828",2021-03-18,"Nevada",50,17,0,0,33,42,300415,5157,1062287,1324080,672177,12.3,34.49,378958,21.82,42.99,27940,22540,7318,0.802
"3829",2021-03-18,"New Hampshire",47,12,0,0,28,0,79702,1207,489626,622005,352868,12.33,36.01,167586,25.95,45.75,10868,10138,7456,0.787
"3830",2021-03-18,"New Jersey",74,13,8,16,41,47,853188,24076,3346883,4058035,2312582,13.49,37.68,1197797,26.04,45.69,91937,73136,8234,0.825
"3831",2021-03-18,"New Mexico",54,20,0,0,26,31,189158,3877,1004050,1136375,642435,18.05,47.88,378563,30.64,54.19,20341,19480,9290,0.884
"3832",2021-03-18,"New York",59,39,1,5,49,45,1767290,49262,6853499,9246035,4598782,11.62,35.23,2260668,23.64,47.53,153057,144656,7436,0.741
"3833",2021-03-18,"North Carolina",41,30,0,0,38,49,891314,11783,3724856,4708400,2406584,12.91,35.52,1354397,22.95,44.89,94389,96679,9218,0.791
"3834",2021-03-18,"North Dakota",41,44,0,0,22,0,101403,1490,330516,385630,203723,15.36,43.37,117049,26.73,50.6,5314,6289,8253,0.857
"3835",2021-03-18,"Ohio",62,34,0,5,53,50,995785,18870,4018634,5353955,2574120,12.86,34.38,1503314,22.02,45.8,90178,89649,7669,0.751
"3836",2021-03-18,"Oklahoma",24,54,0,28,21,16,435317,4788,1551665,2201825,1000385,13.69,39.21,541818,25.28,55.64,32068,26679,6742,0.705
"3837",2021-03-18,"Oregon",38,26,0,0,31,12,160622,2353,1433105,1873825,918539,12.56,33.98,529551,21.78,44.43,18992,27615,6547,0.765
"3838",2021-03-18,"Pennsylvania",47,33,7,13,41,34,979638,24722,4591687,5956125,3087042,12.35,35.87,1580677,24.11,46.52,100562,122078,9536,0.771
"3839",2021-03-18,"Rhode Island",77,41,0,0,67,30,132616,2594,411715,504675,290175,12.13,38.86,128504,27.39,47.64,8671,8677,8191,0.816
"3840",2021-03-18,"South Carolina",31,26,7,0,26,27,537498,8938,1686210,2177975,1092529,11.84,32.75,609393,21.22,42.3,37187,32077,6230,0.774
"3841",2021-03-18,"South Dakota",25,6,0,0,10,0,115203,1919,392994,503745,251987,16.48,44.42,145825,28.48,56.94,8007,7633,8628,0.78
"3842",2021-03-18,"Tennessee",29,15,0,0,22,37,796624,11681,2054500,2981120,1334622,10.29,30.08,702983,19.54,43.65,46945,42438,6214,0.689
"3843",2021-03-18,"Texas",31,14,1,0,25,30,2745694,47025,9055037,12256425,5912169,10.3,31.23,2986118,20.39,42.27,204660,189196,6525,0.739
"3844",2021-03-18,"Utah",32,16,0,0,27,50,380340,2041,1069752,1298820,649591,8.93,33.37,286393,20.26,40.51,17405,23713,7397,0.824
"3845",2021-03-18,"Vermont",60,28,0,0,36,0,17247,217,252439,329210,162595,13.82,40.46,86222,26.06,52.76,5776,5768,9244,0.767
"3846",2021-03-18,"Virginia",57,12,3,0,64,38,600550,10182,3091883,3685785,2015460,13.31,36.22,1135711,23.61,43.18,64250,58069,6803,0.839
"3847",2021-03-18,"Washington",63,24,2,0,68,46,352907,5168,2763105,3474360,1776669,13.31,36.29,1013904,23.33,45.63,57266,54519,7160,0.795
"3848",2021-03-18,"West Virginia",46,26,0,0,61,0,136716,2570,709770,879775,435450,15,39.6,268847,24.3,49.09,14412,11946,6666,0.807
"3849",2021-03-18,"Wisconsin",66,20,0,7,70,25,627743,7208,2210128,2548695,1405196,13.79,37.96,802989,24.13,43.77,49180,46890,8053,0.867
"3850",2021-03-18,"Wyoming",23,11,31,90,15,0,55479,693,214050,300485,130178,14.16,36.98,81924,22.49,51.92,35,3354,5795,0.712
"3851",2021-03-19,"Alabama",22,15,0,0,36,16,510579,10425,1426696,2141210,937614,11.16,29.1,547257,19.12,43.67,36630,25356,5171,0.666
"3852",2021-03-19,"Alaska",44,35,0,0,40,0,61162,310,356055,514835,216781,19.16,48.67,140169,29.63,70.38,4962,5361,7328,0.692
"3853",2021-03-19,"Arizona",46,25,5,6,59,10,835030,16691,2760907,3444465,1720172,13.49,37.93,981650,23.63,47.32,5471,48949,6725,0.802
"3854",2021-03-19,"Arkansas",38,19,0,0,56,15,328273,5529,952919,1407320,635565,10.96,31.58,330804,21.06,46.63,23057,16616,5506,0.677
"3855",2021-03-19,"California",50,19,2,2,64,24,3638212,57313,13882984,18487510,9302378,11.76,35.14,4644718,23.54,46.79,319890,350707,8876,0.751
"3856",2021-03-19,"Colorado",40,22,10,0,39,50,448362,6065,2080284,2669970,1320575,13.6,36.12,782902,22.93,46.36,51071,37605,6530,0.779
"3857",2021-03-19,"Connecticut",57,13,0,0,53,58,296691,7832,1551481,1884695,1014611,15.69,43.52,559558,28.46,52.86,36536,29447,8259,0.823
"3858",2021-03-19,"Delaware",48,26,31,0,37,18,91635,1522,362023,477905,231420,13.06,37.18,127182,23.77,49.08,7452,7720,7928,0.758
"3859",2021-03-19,"Florida",30,28,1,7,24,38,1999257,32651,7684142,10646775,4760399,12.53,35.78,2691206,22.16,49.57,161451,152970,7122,0.722
"3860",2021-03-19,"Georgia",20,16,0,7,18,26,1042417,18464,2910835,4482955,1777288,10.21,27.42,1084493,16.74,42.22,4272,44629,4203,0.649
"3861",2021-03-19,"Hawaii",55,11,14,0,46,17,29763,452,587465,766430,369835,15.83,41.49,224113,26.12,54.13,14749,11998,8474,0.766
"3862",2021-03-19,"Idaho",38,19,0,0,39,29,177185,1941,603043,759635,369859,12.94,33.74,231173,20.7,42.51,16546,11505,6438,0.794
"3863",2021-03-19,"Illinois",58,23,4,8,66,41,1218387,23304,4683361,5818585,3044878,13.24,36.96,1678369,24.03,45.92,98851,108299,8546,0.805
"3864",2021-03-19,"Indiana",32,25,0,0,36,37,676247,12922,2304432,2888280,1407346,13.57,34.23,913463,20.9,42.9,51989,39161,5817,0.798
"3865",2021-03-19,"Iowa",50,27,6,0,47,37,345304,5672,1225964,1452225,794504,14.72,38.86,464445,25.18,46.03,43404,27381,8678,0.844
"3866",2021-03-19,"Kansas",35,51,6,0,31,4,301519,4798,997844,1446035,686025,12.41,34.25,361435,23.55,49.64,38449,21512,7384,0.69
"3867",2021-03-19,"Kentucky",26,24,0,0,22,12,419872,5695,1668125,2022815,1129895,13.19,37.34,589338,25.29,45.28,48608,38136,8536,0.825
"3868",2021-03-19,"Louisiana",19,18,3,28,21,0,439737,9988,1587368,2118260,1008581,12.66,34.15,588561,21.7,45.57,67709,29624,6372,0.749
"3869",2021-03-19,"Maine",55,31,0,0,55,8,48071,728,557469,666270,373062,15.25,41.47,204927,27.75,49.57,28492,11563,8602,0.837
"3870",2021-03-19,"Maryland",44,34,4,0,45,5,397898,8132,2190923,2832620,1475036,13.44,36.24,812403,24.4,46.85,59950,47354,7833,0.773
"3871",2021-03-19,"Massachusetts",59,19,4,27,41,61,610481,16803,2837941,3314010,1886403,14.43,41.17,994623,27.37,48.08,64399,56360,8177,0.856
"3872",2021-03-19,"Michigan",50,13,4,23,33,34,687815,16857,3484418,4429550,2271780,12.84,34.89,1282070,22.75,44.35,88090,71630,7172,0.787
"3873",2021-03-19,"Minnesota",46,11,0,39,24,19,502893,6839,2180483,2546560,1436197,14.25,38.66,803611,25.47,45.15,61044,43687,7746,0.856
"3874",2021-03-19,"Mississippi",20,21,16,0,19,30,302316,6945,948679,1393855,623350,11.62,31.88,345733,20.94,46.83,7777,17736,5959,0.681
"3875",2021-03-19,"Missouri",34,13,0,0,26,27,574201,8709,2033873,2832415,1297290,11.37,33.14,697962,21.14,46.15,44599,39155,6380,0.718
"3876",2021-03-19,"Montana",43,16,0,0,28,0,102768,1409,422946,537955,269085,15,39.57,160293,25.18,50.33,8688,7498,7015,0.786
"3877",2021-03-19,"Nebraska",42,9,0,44,21,30,205814,2133,754880,941320,480168,14.8,39.02,286226,24.82,48.66,22995,14499,7495,0.802
"3878",2021-03-19,"Nevada",35,18,0,0,23,59,300680,5161,1086559,1334610,689756,12.55,35.28,386703,22.39,43.33,24272,22258,7226,0.814
"3879",2021-03-19,"New Hampshire",56,5,0,0,31,0,79996,1213,500911,627805,359702,12.69,36.84,172604,26.45,46.17,11285,9945,7314,0.798
"3880",2021-03-19,"New Jersey",70,11,6,8,44,45,857739,24103,3431096,4087515,2372189,13.82,38.63,1227118,26.71,46.02,84213,73471,8272,0.839
"3881",2021-03-19,"New Mexico",44,58,0,0,33,0,189374,3882,1031202,1176105,658512,18.63,49.18,390600,31.41,56.09,27152,19374,9240,0.877
"3882",2021-03-19,"New York",51,31,1,11,45,46,1772367,49335,7004762,9345475,4706737,11.88,36.01,2310782,24.19,48.04,151263,143577,7380,0.75
"3883",2021-03-19,"North Carolina",43,35,0,6,38,60,893229,11805,3813176,4765300,2468201,13.19,36.36,1383634,23.53,45.44,88320,92464,8816,0.8
"3884",2021-03-19,"North Dakota",35,0,0,0,27,49,101514,1491,340554,390610,209842,15.86,44.69,120838,27.54,51.26,10038,6136,8052,0.872
"3885",2021-03-19,"Ohio",67,36,3,0,62,86,997336,18890,4124492,5416165,2646831,13.16,35.28,1538853,22.64,46.34,105858,90065,7705,0.762
"3886",2021-03-19,"Oklahoma",20,18,11,0,16,0,435742,4788,1585046,2228465,1025111,13.92,40.06,550979,25.91,56.32,33381,26681,6743,0.711
"3887",2021-03-19,"Oregon",40,37,16,21,25,4,160994,2357,1483419,1884355,952346,13.01,35.17,548689,22.58,44.68,50314,30248,7172,0.787
"3888",2021-03-19,"Pennsylvania",46,29,2,7,41,31,983109,24758,4612975,6017065,3104875,12.4,36.03,1587925,24.25,47,21288,121982,9528,0.767
"3889",2021-03-19,"Rhode Island",89,8,0,0,64,16,133039,2595,425397,511025,293953,13.09,40.16,138714,27.75,48.24,13682,9414,8886,0.832
"3890",2021-03-19,"South Carolina",33,29,7,0,27,28,538801,8966,1723604,2210865,1118812,12.08,33.48,621862,21.73,42.94,37394,32890,6388,0.78
"3891",2021-03-19,"South Dakota",36,12,0,0,15,0,115518,1919,403411,511665,256112,17.22,45.6,152321,28.95,57.84,10417,7771,8784,0.788
"3892",2021-03-19,"Tennessee",27,13,0,7,24,31,798621,11709,2093850,3074370,1361297,10.49,30.66,716719,19.93,45.02,39350,40257,5895,0.681
"3893",2021-03-19,"Texas",29,11,3,0,23,32,2749624,47198,9237352,12580115,6052656,10.46,31.86,3031660,20.87,43.39,182315,175980,6069,0.734
"3894",2021-03-19,"Utah",34,18,0,0,23,25,380787,2058,1070231,1310050,649947,8.94,33.38,286744,20.27,40.86,479,17836,5563,0.817
"3895",2021-03-19,"Vermont",55,14,27,0,42,0,17393,217,259165,333720,167409,14.13,41.53,88186,26.83,53.48,6726,5953,9540,0.777
"3896",2021-03-19,"Virginia",58,14,1,4,66,45,602182,10092,3165336,3748925,2068249,13.59,37.08,1159848,24.23,43.92,73453,58771,6885,0.844
"3897",2021-03-19,"Washington",61,21,0,0,78,31,353792,5174,2823446,3557430,1816100,13.63,37.08,1038120,23.85,46.72,60341,54524,7160,0.794
"3898",2021-03-19,"West Virginia",40,31,0,0,41,0,137092,2600,732433,886275,450766,15.43,40.87,276506,25.15,49.45,22663,11514,6425,0.826
"3899",2021-03-19,"Wisconsin",62,29,3,0,59,42,628428,7222,2271149,2577425,1441789,14.27,39.01,831136,24.76,44.27,61021,46626,8008,0.881
"3900",2021-03-19,"Wyoming",38,11,0,0,26,0,55581,693,220735,311575,134295,14.68,38.14,84990,23.2,53.84,6685,3072,5308,0.708
"3901",2021-03-20,"Alabama",29,16,0,0,34,46,511087,10436,1460782,2177880,960539,11.45,29.79,561254,19.59,44.42,34086,24649,5027,0.671
"3902",2021-03-20,"Alaska",34,24,0,0,46,0,61165,310,362698,520685,221157,19.6,49.58,143349,30.23,71.18,6643,5490,7505,0.697
"3903",2021-03-20,"Arizona",38,24,5,0,43,19,835765,16733,2825939,3461245,1762337,13.8,38.82,1004408,24.21,47.55,65032,48762,6699,0.816
"3904",2021-03-20,"Arkansas",21,19,0,0,26,8,328547,5533,974973,1466950,653550,11.13,32.31,335958,21.66,48.61,22054,13192,4371,0.665
"3905",2021-03-20,"California",45,21,3,2,57,26,3640524,57343,14276125,18875980,9562989,12.13,36.13,4792324,24.2,47.77,393141,342038,8657,0.756
"3906",2021-03-20,"Colorado",33,30,0,15,24,13,449828,6068,2188145,2684110,1378562,14.55,38,838000,23.94,46.61,107861,44230,7681,0.815
"3907",2021-03-20,"Connecticut",42,43,8,0,37,15,296691,7832,1586484,1899395,1034439,16.12,44.5,574848,29.01,53.27,35003,24994,7010,0.835
"3908",2021-03-20,"Delaware",33,10,0,0,26,62,91942,1526,372165,486095,238813,13.29,38.22,129418,24.52,49.92,10142,7768,7977,0.766
"3909",2021-03-20,"Florida",24,31,4,4,18,36,2004362,32713,7977789,10691345,4963147,12.98,37.14,2787613,23.11,49.78,293647,138571,6452,0.746
"3910",2021-03-20,"Georgia",19,35,5,0,15,25,1044134,18530,3113334,4553155,1920080,10.72,29.32,1138530,18.08,42.88,202499,61709,5812,0.684
"3911",2021-03-20,"Hawaii",68,6,0,96,42,18,29765,453,599643,766730,378607,16.11,42.35,228167,26.74,54.15,12178,11797,8332,0.782
"3912",2021-03-20,"Idaho",26,19,0,0,36,0,177420,1941,622341,785375,382524,13.38,34.82,239114,21.41,43.95,19298,12307,6887,0.792
"3913",2021-03-20,"Illinois",49,28,0,0,57,53,1220326,23329,4826260,5909425,3147727,13.6,38.09,1723407,24.84,46.63,142899,89843,7090,0.817
"3914",2021-03-20,"Indiana",29,26,0,0,24,7,677135,12926,2360942,2964250,1440383,13.93,35.07,937926,21.4,44.03,56510,33398,4961,0.796
"3915",2021-03-20,"Iowa",37,24,0,0,30,16,345642,5674,1265775,1482225,813481,15.4,40.12,485885,25.78,46.98,39811,21607,6848,0.854
"3916",2021-03-20,"Kansas",23,35,6,0,23,8,301519,4798,1035916,1450815,713468,12.84,35.56,373957,24.49,49.8,38072,26468,9085,0.714
"3917",2021-03-20,"Kentucky",19,25,4,0,20,0,420512,5720,1713059,2072685,1164238,13.46,38.34,601427,26.06,46.39,44934,31546,7061,0.826
"3918",2021-03-20,"Louisiana",13,29,0,0,17,3,439737,9988,1629437,2164470,1034428,13.03,35.05,605878,22.25,46.56,42069,23597,5076,0.753
"3919",2021-03-20,"Maine",31,43,0,0,46,0,48293,728,557814,679570,373307,15.27,41.5,205315,27.77,50.56,345,11472,8534,0.821
"3920",2021-03-20,"Maryland",40,34,2,18,37,12,399016,8158,2194556,2866250,1479109,13.47,36.3,814202,24.47,47.41,3633,38914,6437,0.766
"3921",2021-03-20,"Massachusetts",51,17,5,0,39,28,612857,16832,2909219,3321910,1932142,14.82,42.21,1021600,28.03,48.2,71278,49639,7202,0.876
"3922",2021-03-20,"Michigan",39,10,0,0,22,25,691070,16906,3589255,4543010,2339274,13.27,35.94,1325005,23.42,45.49,104837,73197,7329,0.79
"3923",2021-03-20,"Minnesota",39,18,7,0,24,17,504273,6845,2244149,2551740,1471972,14.76,39.79,832585,26.1,45.25,63666,34762,6164,0.879
"3924",2021-03-20,"Mississippi",19,16,0,0,11,0,302677,6955,972123,1418475,637529,11.95,32.66,355649,21.42,47.66,23444,10734,3607,0.685
"3925",2021-03-20,"Missouri",23,21,0,0,18,13,574847,8713,2087816,2849985,1334902,11.66,34.02,715623,21.75,46.44,53943,31512,5134,0.733
"3926",2021-03-20,"Montana",46,9,0,0,22,0,102966,1414,433315,551325,275589,15.4,40.54,164540,25.79,51.58,10369,7153,6693,0.786
"3927",2021-03-20,"Nebraska",32,26,0,0,17,80,206246,2135,755802,941420,480879,14.82,39.07,286766,24.86,48.67,922,12782,6608,0.803
"3928",2021-03-20,"Nevada",35,12,9,0,20,27,300951,5171,1116221,1348650,710024,12.93,36.24,398417,23.05,43.79,29662,22502,7305,0.828
"3929",2021-03-20,"New Hampshire",44,9,0,0,18,23,80316,1217,514422,651805,368356,13.09,37.83,178005,27.09,47.94,13511,9188,6757,0.789
"3930",2021-03-20,"New Jersey",68,10,6,0,41,38,862648,24134,3514899,4147575,2430590,14.16,39.57,1258003,27.36,46.7,83803,71940,8099,0.847
"3931",2021-03-20,"New Mexico",37,29,0,0,28,18,189560,3889,1060171,1183825,677668,19.41,50.56,407096,32.32,56.46,28969,20988,10009,0.896
"3932",2021-03-20,"New York",56,35,3,3,43,36,1779034,49401,7185757,9586045,4846355,12.12,36.94,2358465,24.91,49.28,180995,127243,6541,0.75
