"","Date","State","covid","mask","qanon","social distancing","vaccine","vaccine near me","cases","deaths","total_vaccinations","total_distributed","people_vaccinated","people_fully_vaccinated_per_hundred","total_vaccinations_per_hundred","people_fully_vaccinated","people_vaccinated_per_hundred","distributed_per_hundred","daily_vaccinations_raw","daily_vaccinations","daily_vaccinations_per_million","share_doses_used"
"964",2021-01-20,"Indiana",42,20,21,0,19,0,598313,10786,356385,741025,297720,0.87,5.29,58616,4.42,11.01,21699,20722,3078,0.481
"965",2021-01-20,"Iowa",44,27,30,0,20,0,308787,4394,149850,291075,133528,0.44,4.75,13995,4.23,9.23,4895,5394,1710,0.515
"966",2021-01-20,"Kansas",27,21,21,0,14,0,265522,3565,122705,265600,105679,0.55,4.21,16013,3.63,9.12,4271,5294,1817,0.462
"967",2021-01-20,"Kentucky",35,21,14,0,19,0,334320,3243,223946,444325,208664,0.31,5.01,13829,4.67,9.95,7907,11644,2606,0.504
"968",2021-01-20,"Louisiana",25,42,10,0,11,7,374582,8383,264400,485625,228831,0.75,5.69,35049,4.92,10.45,8809,15459,3325,0.544
"969",2021-01-20,"Maine",54,38,33,0,20,0,34963,530,76167,155800,64260,0.79,5.67,10661,4.78,11.59,2189,2703,2011,0.489
"970",2021-01-20,"Maryland",39,24,15,0,27,9,332353,6689,258146,628800,233443,0.4,4.27,24355,3.86,10.4,10549,11441,1892,0.411
"971",2021-01-20,"Massachusetts",49,19,81,0,15,13,481040,13829,330490,737550,288209,0.61,4.79,42062,4.18,10.7,11613,16150,2343,0.448
"972",2021-01-20,"Michigan",34,18,49,0,15,7,589869,14770,508607,1031100,434402,0.71,5.09,70535,4.35,10.32,25015,31013,3105,0.493
"973",2021-01-20,"Minnesota",34,22,53,0,14,4,449492,6047,252548,595775,209862,0.75,4.48,42384,3.72,10.56,1013,12456,2209,0.424
"974",2021-01-20,"Mississippi",31,13,15,0,16,9,256827,5638,122586,307950,112525,0.34,4.12,9979,3.78,10.35,9014,8757,2942,0.398
"975",2021-01-20,"Missouri",41,22,24,0,19,11,508632,6742,244476,572125,193867,0.8,3.98,49330,3.16,9.32,8222,11813,1925,0.427
"976",2021-01-20,"Montana",36,15,28,0,12,0,90255,1094,57220,111625,48086,0.85,5.35,9121,4.5,10.44,1327,1880,1759,0.513
"977",2021-01-20,"Nebraska",50,9,42,0,14,14,184482,1862,106283,237500,91040,0.75,5.49,14463,4.71,12.28,2594,3798,1963,0.448
"978",2021-01-20,"Nevada",51,18,66,0,26,25,265143,3863,107133,276775,89110,0.56,3.48,17209,2.89,8.99,4293,6497,2109,0.387
"979",2021-01-20,"New Hampshire",62,15,19,0,17,0,59891,950,75418,145400,67366,0.59,5.55,8013,4.95,10.69,3862,2886,2123,0.519
"980",2021-01-20,"New Jersey",63,12,18,8,30,21,641140,20664,432220,898550,381159,0.56,4.87,49420,4.29,10.12,32072,24177,2722,0.481
"981",2021-01-20,"New Mexico",42,62,11,0,24,0,165835,3009,143302,225850,116128,1.18,6.83,24706,5.54,10.77,5152,8778,4186,0.635
"982",2021-01-20,"New York",62,36,23,8,32,22,1279811,41587,1046490,2057875,926339,0.55,5.38,106821,4.76,10.58,46171,59145,3040,0.509
"983",2021-01-20,"North Carolina",53,37,9,6,23,18,690912,8200,427480,1118250,368818,0.56,4.08,58407,3.52,10.66,26701,22935,2187,0.382
"984",2021-01-20,"North Dakota",29,14,30,0,11,0,96222,1409,57657,78150,48350,1.17,7.57,8954,6.34,10.26,1049,2418,3173,0.738
"985",2021-01-20,"Ohio",51,32,13,5,23,14,842433,16153,487481,1119175,456424,0.26,4.17,30910,3.9,9.57,15397,22595,1933,0.436
"986",2021-01-20,"Oklahoma",37,33,30,0,13,10,360913,3085,251684,455275,217690,0.82,6.36,32308,5.5,11.51,9591,11326,2862,0.553
"987",2021-01-20,"Oregon",36,36,46,0,19,0,135142,1832,216928,431450,192550,0.57,5.14,23866,4.57,10.23,0,14550,3450,0.503
"988",2021-01-20,"Pennsylvania",57,33,49,7,38,25,787584,19811,568660,1223250,482791,0.67,4.44,85290,3.77,9.56,24244,26959,2106,0.465
"989",2021-01-20,"Rhode Island",52,34,30,0,16,0,107876,2223,56617,122575,45904,1.01,5.34,10696,4.33,11.57,2536,2084,1967,0.462
"990",2021-01-20,"South Carolina",42,23,34,0,20,11,399843,6328,192608,437675,160518,0.6,3.74,30679,3.12,8.5,5433,13246,2573,0.44
"991",2021-01-20,"South Dakota",28,22,23,0,12,0,106063,1667,62518,95825,52548,1.12,7.07,9922,5.94,10.83,1405,1687,1907,0.652
"992",2021-01-20,"Tennessee",29,16,2,0,11,11,694291,8556,358534,672825,305780,0.76,5.25,52051,4.48,9.85,6721,13403,1963,0.533
"993",2021-01-20,"Texas",38,16,17,4,15,13,2185554,33491,1471746,2551125,1282998,0.65,5.08,187503,4.42,8.8,67757,70529,2432,0.577
"994",2021-01-20,"Utah",36,25,26,0,13,0,328380,1517,181792,319700,159814,0.51,5.67,16272,4.98,9.97,18587,11108,3465,0.569
"995",2021-01-20,"Vermont",52,15,0,0,10,0,10471,165,40814,75950,34607,0.99,6.54,6167,5.55,12.17,233,1606,2574,0.537
"996",2021-01-20,"Virginia",57,20,15,0,37,25,455591,5861,343366,962900,304160,0.44,4.02,37679,3.56,11.28,16472,17933,2101,0.357
"997",2021-01-20,"Washington",72,24,27,0,66,31,294017,3940,346765,805000,286500,0.65,4.55,49731,3.76,10.57,25565,19790,2599,0.431
"998",2021-01-20,"West Virginia",61,20,9,0,56,37,111677,1836,158621,231800,132929,1.43,8.85,25681,7.42,12.93,5964,6845,3819,0.684
"999",2021-01-20,"Wisconsin",64,28,10,0,49,20,573119,6035,222492,538325,193461,0.47,3.82,27312,3.32,9.25,8994,12177,2091,0.413
"1000",2021-01-20,"Wyoming",20,32,30,0,25,0,50124,550,29309,62575,25841,0.59,5.06,3441,4.46,10.81,1252,1645,2842,0.468
"1001",2021-01-21,"Alabama",57,40,7,10,26,12,432536,6379,165919,493125,144429,0.44,3.38,21345,2.95,10.06,26719,10517,2145,0.336
"1002",2021-01-21,"Alaska",61,71,100,0,27,36,52627,254,71907,154325,59449,1.69,9.83,12352,8.13,21.1,3614,4187,5724,0.466
"1003",2021-01-21,"Arizona",63,27,33,6,54,22,699942,11772,303899,797550,262120,0.57,4.18,41613,3.6,10.96,22012,18605,2556,0.381
"1004",2021-01-21,"Arkansas",41,51,27,0,21,7,279220,4496,173312,361550,144792,0.88,5.74,26541,4.8,11.98,0,9285,3077,0.479
"1005",2021-01-21,"California",64,25,24,5,49,13,3122705,36036,1633875,4379500,1335886,0.74,4.14,293834,3.38,11.08,101546,94083,2381,0.373
"1006",2021-01-21,"Colorado",25,33,48,0,10,3,381210,5440,353194,657250,296816,0.95,6.13,54474,5.15,11.41,12756,14070,2443,0.537
"1007",2021-01-21,"Connecticut",38,60,66,20,17,4,235796,6774,264707,435075,230913,0.8,7.42,28602,6.48,12.2,21567,13259,3719,0.608
"1008",2021-01-21,"Delaware",42,51,0,0,21,54,72523,1241,49369,106600,41900,0.76,5.07,7355,4.3,10.95,3729,2611,2681,0.463
"1009",2021-01-21,"Florida",34,39,37,3,19,18,1613884,24739,1239975,2546050,1125338,0.52,5.77,111763,5.24,11.85,0,66499,3096,0.487
"1010",2021-01-21,"Georgia",34,35,35,0,12,28,844799,12889,453862,1162275,407000,0.38,4.27,39972,3.83,10.95,56814,31794,2995,0.39
"1011",2021-01-21,"Hawaii",50,34,14,0,33,0,25441,328,79414,189675,63282,1.14,5.61,16132,4.47,13.4,7470,4490,3171,0.419
"1012",2021-01-21,"Idaho",48,27,44,0,27,0,158200,1654,73372,178175,61118,0.66,4.11,11760,3.42,9.97,4105,4398,2461,0.412
"1013",2021-01-21,"Illinois",51,30,27,0,35,12,1086333,20423,570527,1173325,452010,0.88,4.5,111933,3.57,9.26,30601,23837,1881,0.486
"1014",2021-01-21,"Indiana",41,30,33,0,28,7,601937,10837,387137,816025,320266,0.99,5.75,66801,4.76,12.12,30752,21950,3260,0.474
"1015",2021-01-21,"Iowa",48,50,12,39,26,7,310440,4445,158743,328600,139500,0.53,5.03,16860,4.42,10.41,8893,6664,2112,0.483
"1016",2021-01-21,"Kansas",40,54,23,0,19,8,265709,3565,130434,312000,111907,0.6,4.48,17430,3.84,10.71,7729,5553,1906,0.418
"1017",2021-01-21,"Kentucky",44,43,24,0,23,7,338033,3301,235143,450175,217837,0.35,5.26,15699,4.88,10.08,11197,11361,2543,0.522
"1018",2021-01-21,"Louisiana",23,40,7,0,16,0,378318,8442,279398,492800,240762,0.82,6.01,38095,5.18,10.6,14998,14798,3183,0.567
"1019",2021-01-21,"Maine",51,60,47,0,34,0,35638,536,80502,165175,67133,0.9,5.99,12071,4.99,12.29,4335,2768,2059,0.487
"1020",2021-01-21,"Maryland",42,26,30,0,28,4,334519,6735,271905,685325,243450,0.46,4.5,28106,4.03,11.34,13759,13407,2218,0.397
"1021",2021-01-21,"Massachusetts",52,30,69,0,19,22,486180,13906,353117,776400,306646,0.67,5.12,46247,4.45,11.26,22627,17092,2480,0.455
"1022",2021-01-21,"Michigan",32,25,66,23,16,14,592382,14933,548844,1059275,463917,0.81,5.5,81014,4.65,10.61,40237,31658,3170,0.518
"1023",2021-01-21,"Minnesota",36,23,53,0,15,7,450762,6079,259417,652350,213102,0.82,4.6,46008,3.78,11.57,6869,11390,2020,0.398
"1024",2021-01-21,"Mississippi",44,26,0,0,24,10,259117,5668,136691,334800,124931,0.39,4.59,11567,4.2,11.25,14105,9263,3112,0.408
"1025",2021-01-21,"Missouri",37,23,56,0,17,12,511631,6778,265382,621200,205217,0.96,4.32,58782,3.34,10.12,20906,12867,2096,0.427
"1026",2021-01-21,"Montana",45,11,0,0,11,0,90649,1100,60389,112125,50413,0.93,5.65,9962,4.72,10.49,3169,1967,1840,0.539
"1027",2021-01-21,"Nebraska",44,18,56,0,18,14,185346,1868,111841,238000,94850,0.84,5.78,16206,4.9,12.3,5558,3846,1988,0.47
"1028",2021-01-21,"Nevada",50,21,51,25,23,34,266343,3910,115991,278175,95837,0.63,3.77,19296,3.11,9.03,8858,5592,1815,0.417
"1029",2021-01-21,"New Hampshire",69,18,100,0,20,41,60588,962,80639,155150,70281,0.76,5.93,10319,5.17,11.41,5221,3133,2304,0.52
"1030",2021-01-21,"New Jersey",74,13,21,8,33,21,646189,20760,432220,923300,381159,0.56,4.87,49420,4.29,10.39,0,24114,2715,0.468
"1031",2021-01-21,"New Mexico",56,52,22,0,37,0,166823,3044,152465,237725,122956,1.29,7.27,27014,5.86,11.34,9163,9007,4296,0.641
"1032",2021-01-21,"New York",65,40,30,8,32,23,1293719,41787,1116441,2213975,982183,0.62,5.74,120801,5.05,11.38,69951,61124,3142,0.504
"1033",2021-01-21,"North Carolina",60,52,33,0,28,29,698099,8339,473282,1157100,406257,0.64,4.51,66736,3.87,11.03,45802,29296,2793,0.409
"1034",2021-01-21,"North Dakota",38,14,0,0,11,0,96369,1422,59245,82850,48986,1.3,7.77,9881,6.43,10.87,1588,2353,3088,0.715
"1035",2021-01-21,"Ohio",56,32,27,5,24,12,849704,16250,487481,1122300,456424,0.26,4.17,30910,3.9,9.6,0,19865,1699,0.434
"1036",2021-01-21,"Oklahoma",37,46,20,0,17,21,363614,3140,267434,490500,230902,0.88,6.76,34706,5.84,12.4,15750,11453,2894,0.545
"1037",2021-01-21,"Oregon",41,65,62,0,24,8,135973,1843,216928,479325,192550,0.57,5.14,23866,4.57,11.36,0,12447,2951,0.453
"1038",2021-01-21,"Pennsylvania",55,56,57,0,39,33,793138,20063,605428,1344375,508391,0.75,4.73,96395,3.97,10.5,36768,27859,2176,0.45
"1039",2021-01-21,"Rhode Island",42,34,62,0,34,0,108786,2232,59014,127450,47859,1.05,5.57,11136,4.52,12.03,2397,2020,1907,0.463
"1040",2021-01-21,"South Carolina",47,39,28,0,23,11,404492,6373,209631,443375,173906,0.67,4.07,34277,3.38,8.61,17023,13397,2602,0.473
"1041",2021-01-21,"South Dakota",28,40,46,0,9,0,106400,1673,65377,99300,54531,1.22,7.39,10796,6.16,11.22,2859,1585,1792,0.658
"1042",2021-01-21,"Tennessee",34,17,26,0,14,8,697783,8684,375669,723825,313154,0.9,5.5,61743,4.59,10.6,17135,15851,2321,0.519
"1043",2021-01-21,"Texas",38,19,22,0,18,17,2208871,33942,1544551,2754800,1337706,0.71,5.33,205538,4.61,9.5,72805,71561,2468,0.561
"1044",2021-01-21,"Utah",41,24,53,0,17,0,330469,1547,189578,337825,166334,0.54,5.91,17275,5.19,10.54,7786,10599,3306,0.561
"1045",2021-01-21,"Vermont",42,15,0,0,28,0,10580,168,42835,78875,36233,1.05,6.86,6545,5.81,12.64,2021,1895,3037,0.543
"1046",2021-01-21,"Virginia",63,22,20,4,46,14,459604,5940,362092,992375,320175,0.47,4.24,40340,3.75,11.63,18726,20608,2414,0.365
"1047",2021-01-21,"Washington",72,25,27,0,57,11,296087,4065,373423,820875,306942,0.73,4.9,55902,4.03,10.78,26658,21169,2780,0.455
"1048",2021-01-21,"West Virginia",59,14,39,0,31,20,112617,1849,167548,231800,135950,1.76,9.35,31587,7.59,12.93,8927,6984,3897,0.723
"1049",2021-01-21,"Wisconsin",61,19,18,0,44,5,575688,6090,238758,577325,204746,0.55,4.1,32268,3.52,9.92,16266,12686,2179,0.414
"1050",2021-01-21,"Wyoming",58,22,94,0,36,0,50424,550,29309,67450,25841,0.59,5.06,3441,4.46,11.65,0,1362,2353,0.435
"1051",2021-01-22,"Alabama",44,17,19,0,28,12,436087,6486,199314,519525,174317,0.51,4.06,24840,3.56,10.6,33395,14107,2877,0.384
"1052",2021-01-22,"Alaska",45,69,32,0,30,0,52926,254,81096,155500,67262,1.88,11.09,13718,9.19,21.26,9189,4580,6261,0.522
"1053",2021-01-22,"Arizona",64,26,14,6,48,12,708041,12001,329349,822050,280227,0.67,4.52,48938,3.85,11.29,25450,18895,2596,0.401
"1054",2021-01-22,"Arkansas",51,29,21,0,37,7,281382,4549,201676,362050,167788,1.05,6.68,31600,5.56,12,28364,11905,3945,0.557
"1055",2021-01-22,"California",63,29,22,2,54,14,3147207,36615,1803679,4714625,1477195,0.81,4.56,321839,3.74,11.93,169804,104389,2642,0.383
"1056",2021-01-22,"Colorado",28,42,34,0,11,9,383008,5462,377283,671200,313217,1.08,6.55,62086,5.44,11.66,24089,15007,2606,0.562
"1057",2021-01-22,"Connecticut",43,51,30,0,19,4,237815,6819,287440,477250,248753,0.93,8.06,33149,6.98,13.39,22733,14511,4070,0.602
"1058",2021-01-22,"Delaware",39,36,32,0,18,19,73233,1252,54257,116325,45292,0.91,5.57,8847,4.65,11.95,4888,3310,3399,0.466
"1059",2021-01-22,"Florida",37,34,29,0,24,17,1627603,25011,1314377,2616250,1186719,0.58,6.12,124582,5.53,12.18,74402,65899,3068,0.502
"1060",2021-01-22,"Georgia",33,40,36,7,16,14,853173,13060,603486,1235375,533665,0.56,5.68,59925,5.03,11.64,149624,53169,5008,0.489
"1061",2021-01-22,"Hawaii",55,41,43,0,38,0,25658,332,84793,191375,67991,1.19,5.99,16802,4.8,13.52,5379,5405,3817,0.443
"1062",2021-01-22,"Idaho",39,23,11,0,29,0,158798,1667,77988,181100,64295,0.73,4.36,13075,3.6,10.13,4616,4479,2506,0.431
"1063",2021-01-22,"Illinois",62,33,17,8,46,22,1093375,20534,607502,1209300,479848,0.95,4.79,120754,3.79,9.54,36975,24248,1914,0.502
"1064",2021-01-22,"Indiana",48,38,30,0,27,14,605426,10903,414127,839925,340055,1.1,6.15,73986,5.05,12.48,26990,21974,3264,0.493
"1065",2021-01-22,"Iowa",49,47,31,0,35,8,311695,4478,170607,338950,145642,0.71,5.41,22429,4.62,10.74,11864,7089,2247,0.503
"1066",2021-01-22,"Kansas",31,41,11,0,22,15,268908,3587,137094,336475,116569,0.66,4.71,19325,4,11.55,6660,5616,1928,0.407
"1067",2021-01-22,"Kentucky",42,32,18,0,25,10,340778,3337,254144,466700,229873,0.51,5.69,22568,5.15,10.45,19001,11342,2539,0.545
"1068",2021-01-22,"Louisiana",33,31,34,0,17,7,380255,8483,297655,506200,256670,0.87,6.4,40385,5.52,10.89,18257,14241,3063,0.588
"1069",2021-01-22,"Maine",58,39,11,0,20,0,36274,540,86395,176400,70193,1.11,6.43,14893,5.22,13.12,5893,3609,2685,0.49
"1070",2021-01-22,"Maryland",47,39,6,0,34,4,336915,6792,287512,722625,256221,0.51,4.76,30877,4.24,11.95,15607,13258,2193,0.398
"1071",2021-01-22,"Massachusetts",58,31,27,0,28,6,491452,13987,370627,854950,318630,0.75,5.38,51662,4.62,12.4,17510,16207,2351,0.434
"1072",2021-01-22,"Michigan",39,30,25,0,23,25,594920,14951,595454,1094275,497958,0.93,5.96,92473,4.99,10.96,46610,33039,3308,0.544
"1073",2021-01-22,"Minnesota",45,31,80,0,19,11,452268,6100,278234,677100,223957,0.96,4.93,53940,3.97,12.01,18817,11426,2026,0.411
"1074",2021-01-22,"Mississippi",31,34,16,0,15,19,261167,5713,150524,346400,136902,0.45,5.06,13423,4.6,11.64,13833,9457,3178,0.435
"1075",2021-01-22,"Missouri",42,27,37,0,17,19,514216,6823,285697,657700,217597,1.09,4.65,66699,3.55,10.72,20315,13607,2217,0.434
"1076",2021-01-22,"Montana",43,4,31,0,9,0,91049,1104,66348,119500,54453,1.11,6.21,11878,5.09,11.18,5959,2426,2270,0.555
"1077",2021-01-22,"Nebraska",50,17,15,0,16,0,186255,1878,118450,238100,99571,0.93,6.12,18086,5.15,12.31,6609,3894,2013,0.497
"1078",2021-01-22,"Nevada",51,15,17,25,21,17,268212,3958,126458,281100,105222,0.66,4.11,20345,3.42,9.13,10467,6112,1984,0.45
"1079",2021-01-22,"New Hampshire",86,18,20,0,54,20,61206,971,85595,162950,72979,0.92,6.3,12575,5.37,11.98,4956,3297,2425,0.525
"1080",2021-01-22,"New Jersey",75,18,14,16,38,30,650389,20875,464363,951875,406494,0.63,5.23,56213,4.58,10.72,32143,21042,2369,0.488
"1081",2021-01-22,"New Mexico",57,61,12,0,34,0,167731,3077,162045,248300,130211,1.4,7.73,29278,6.21,11.84,9580,8963,4275,0.653
"1082",2021-01-22,"New York",57,45,15,3,32,17,1309403,41974,1203994,2367075,1048453,0.73,6.19,142005,5.39,12.17,87553,63790,3279,0.509
"1083",2021-01-22,"North Carolina",57,47,21,12,30,22,705535,8464,524914,1192375,450144,0.71,5,74427,4.29,11.37,51632,31727,3025,0.44
"1084",2021-01-22,"North Dakota",25,29,0,0,16,0,96565,1428,64105,86750,51018,1.63,8.41,12428,6.69,11.38,4860,2528,3317,0.739
"1085",2021-01-22,"Ohio",56,40,20,5,30,27,853982,16366,545499,1222225,500557,0.38,4.67,44761,4.28,10.46,58018,24296,2079,0.446
"1086",2021-01-22,"Oklahoma",38,46,52,0,12,5,366576,3187,287502,496350,247954,0.95,7.27,37435,6.27,12.54,20068,12013,3036,0.579
"1087",2021-01-22,"Oregon",42,54,89,0,25,21,136839,1865,253705,487700,218413,0.82,6.02,34536,5.18,11.56,36777,15365,3643,0.52
"1088",2021-01-22,"Pennsylvania",54,57,28,7,34,23,798438,20269,652886,1465850,539431,0.88,5.1,112692,4.21,11.45,47458,29248,2285,0.445
"1089",2021-01-22,"Rhode Island",47,36,32,0,16,16,109735,2248,61974,136225,49932,1.13,5.85,12023,4.71,12.86,2960,2061,1946,0.455
"1090",2021-01-22,"South Carolina",49,34,42,0,25,7,409188,6404,229002,453150,189170,0.74,4.45,38183,3.67,8.8,19371,15309,2973,0.505
"1091",2021-01-22,"South Dakota",37,24,0,0,5,0,106716,1684,70643,100275,56762,1.56,7.99,13831,6.42,11.33,5266,1934,2186,0.704
"1092",2021-01-22,"Tennessee",31,26,12,0,15,17,701847,8777,401595,798450,324543,1.12,5.88,76162,4.75,11.69,25926,14037,2055,0.503
"1093",2021-01-22,"Texas",41,19,19,3,20,17,2227789,34381,1644781,2884425,1412767,0.8,5.67,230596,4.87,9.95,100230,69220,2387,0.57
"1094",2021-01-22,"Utah",33,20,16,0,13,6,333118,1571,202729,341725,175364,0.65,6.32,20697,5.47,10.66,13151,10646,3321,0.593
"1095",2021-01-22,"Vermont",56,15,0,0,47,0,10759,169,46447,84825,38432,1.27,7.44,7954,6.16,13.59,3612,1997,3200,0.548
"1096",2021-01-22,"Virginia",65,26,11,0,54,20,463751,6002,401448,1067775,353808,0.54,4.7,46004,4.15,12.51,39356,22459,2631,0.376
"1097",2021-01-22,"Washington",76,21,21,0,67,39,298249,4114,403135,829950,330357,0.82,5.29,62152,4.34,10.9,29712,22933,3012,0.486
"1098",2021-01-22,"West Virginia",62,46,0,0,41,0,113615,1856,180762,231800,145361,1.97,10.09,35390,8.11,12.93,13214,6651,3711,0.78
"1099",2021-01-22,"Wisconsin",58,19,23,0,38,10,577991,6135,260821,597225,221067,0.65,4.48,37901,3.8,10.26,22063,13003,2233,0.437
"1100",2021-01-22,"Wyoming",27,0,0,0,20,0,50583,571,34547,69650,29993,0.78,5.97,4515,5.18,12.03,5238,1686,2913,0.496
"1101",2021-01-23,"Alabama",51,31,13,0,23,14,439442,6657,221540,521225,193955,0.56,4.52,27422,3.96,10.63,22226,16202,3304,0.425
"1102",2021-01-23,"Alaska",44,76,0,0,14,0,53175,259,88344,155700,73014,2.08,12.08,15206,9.98,21.28,7248,4997,6831,0.567
"1103",2021-01-23,"Arizona",63,32,5,0,51,8,715357,12170,360958,829500,305744,0.76,4.96,55014,4.2,11.4,31609,20939,2877,0.435
"1104",2021-01-23,"Arkansas",45,35,0,0,26,8,282995,4563,201676,368650,167788,1.05,6.68,31600,5.56,12.22,0,11048,3661,0.547
"1105",2021-01-23,"California",59,34,11,1,47,14,3168028,37101,2008220,4906525,1661683,0.86,5.08,341731,4.21,12.42,204541,119770,3031,0.409
"1106",2021-01-23,"Colorado",30,58,37,0,11,3,384966,5482,377283,692700,313211,1.08,6.55,62086,5.44,12.03,0,12934,2246,0.545
"1107",2021-01-23,"Connecticut",31,52,0,0,14,9,237815,6819,306796,492850,264042,1.04,8.61,37098,7.41,13.82,19356,15716,4408,0.622
"1108",2021-01-23,"Delaware",34,38,100,0,30,40,73915,1254,60023,116325,49442,1.07,6.16,10448,5.08,11.95,5766,3724,3824,0.516
"1109",2021-01-23,"Florida",33,43,20,4,15,15,1639914,25164,1489003,2908275,1333116,0.71,6.93,152209,6.21,13.54,174626,79360,3695,0.512
"1110",2021-01-23,"Georgia",27,67,11,0,12,17,862158,13246,604067,1235775,534161,0.56,5.69,59965,5.03,11.64,581,50358,4743,0.489
"1111",2021-01-23,"Hawaii",60,24,30,99,24,0,25758,336,84792,191575,67990,1.19,5.99,16802,4.8,13.53,-1,4798,3389,0.443
"1112",2021-01-23,"Idaho",43,14,24,0,21,15,159325,1668,82640,181100,68292,0.77,4.62,13711,3.82,10.13,4652,4524,2532,0.456
"1113",2021-01-23,"Illinois",57,29,6,0,44,19,1098527,20645,654752,1417250,518779,1.02,5.17,128907,4.09,11.18,47250,27873,2200,0.462
"1114",2021-01-23,"Indiana",36,37,9,0,25,7,608519,10950,446029,841725,367944,1.16,6.63,77985,5.47,12.5,31902,23875,3546,0.53
"1115",2021-01-23,"Iowa",44,33,13,0,21,8,312622,4486,180110,361475,151145,0.84,5.71,26426,4.79,11.46,9503,7591,2406,0.498
"1116",2021-01-23,"Kansas",37,47,18,0,20,4,268908,3587,144909,348175,122813,0.72,4.97,20883,4.22,11.95,7815,5995,2058,0.416
"1117",2021-01-23,"Kentucky",36,30,8,0,14,5,344567,3386,270960,471000,243620,0.57,6.06,25566,5.45,10.54,16816,12270,2746,0.575
"1118",2021-01-23,"Louisiana",31,37,0,0,10,0,380255,8483,315023,543700,272630,0.9,6.78,41788,5.86,11.7,17368,14664,3154,0.579
"1119",2021-01-23,"Maine",47,60,24,0,13,8,36598,544,93003,178450,74110,1.31,6.92,17562,5.51,13.28,6608,4095,3046,0.521
"1120",2021-01-23,"Maryland",39,60,4,0,26,1,339307,6837,307411,742175,272901,0.56,5.08,34090,4.51,12.28,19899,14212,2351,0.414
"1121",2021-01-23,"Massachusetts",52,35,34,0,19,12,496093,14064,392967,859175,334514,0.84,5.7,57869,4.85,12.47,22340,17195,2495,0.457
"1122",2021-01-23,"Michigan",34,27,30,0,14,12,596746,15181,652661,1095675,536228,1.06,6.54,105890,5.37,10.97,57207,36947,3700,0.596
"1123",2021-01-23,"Minnesota",39,24,34,0,11,13,453808,6131,305297,680700,240009,1.15,5.41,64768,4.26,12.07,27063,13389,2374,0.449
"1124",2021-01-23,"Mississippi",33,30,52,0,10,43,263023,5752,150524,358100,136902,0.45,5.06,13423,4.6,12.03,0,8412,2826,0.42
"1125",2021-01-23,"Missouri",33,23,33,0,13,8,516474,6841,291723,661400,221849,1.12,4.75,68466,3.61,10.78,6026,12832,2091,0.441
"1126",2021-01-23,"Montana",25,9,0,0,8,0,91410,1141,72544,119500,59289,1.24,6.79,13235,5.55,11.18,6196,3078,2880,0.607
"1127",2021-01-23,"Nebraska",36,15,45,0,10,0,186854,1879,124069,238100,103620,1.02,6.41,19646,5.36,12.31,5619,4250,2197,0.521
"1128",2021-01-23,"Nevada",54,20,18,0,20,18,269713,4011,137031,286950,115160,0.68,4.45,20972,3.74,9.32,10573,6938,2252,0.478
"1129",2021-01-23,"New Hampshire",69,15,20,0,43,20,61995,981,89816,162950,76609,0.97,6.61,13166,5.63,11.98,4221,3577,2631,0.551
"1130",2021-01-23,"New Jersey",67,18,29,0,31,27,657536,20934,500889,989900,437711,0.69,5.64,61506,4.93,11.14,36526,23293,2622,0.506
"1131",2021-01-23,"New Mexico",53,59,13,0,23,0,168579,3115,184698,257075,148964,1.58,8.81,33133,7.1,12.26,22653,10812,5156,0.718
"1132",2021-01-23,"New York",62,47,21,3,29,24,1323312,42134,1282515,2395950,1105935,0.84,6.59,162685,5.69,12.32,78521,66334,3410,0.535
"1133",2021-01-23,"North Carolina",53,59,17,7,24,15,712716,8586,577007,1246600,497387,0.76,5.5,79197,4.74,11.89,52093,35671,3401,0.463
"1134",2021-01-23,"North Dakota",52,33,0,0,20,0,96720,1436,68999,86750,53491,1.89,9.05,14412,7.02,11.38,4894,2863,3757,0.795
"1135",2021-01-23,"Ohio",44,38,13,6,23,8,859841,16464,594924,1233075,535544,0.51,5.09,59153,4.58,10.55,49425,27905,2387,0.482
"1136",2021-01-23,"Oklahoma",32,50,22,0,11,6,370751,3231,304806,496350,263315,0.99,7.7,39290,6.65,12.54,17304,13104,3312,0.614
"1137",2021-01-23,"Oregon",40,70,52,0,22,4,137600,1877,270463,492450,231606,0.9,6.41,37983,5.49,11.68,16758,15231,3611,0.549
"1138",2021-01-23,"Pennsylvania",45,38,32,7,31,26,803585,20454,695870,1564125,572228,0.96,5.44,122849,4.47,12.22,42984,31950,2496,0.445
"1139",2021-01-23,"Rhode Island",44,100,32,0,13,0,109735,2256,63249,149225,50650,1.19,5.97,12580,4.78,14.09,1275,2010,1897,0.424
"1140",2021-01-23,"South Carolina",43,35,8,0,21,16,413789,6479,249155,453250,206663,0.79,4.84,40812,4.01,8.8,20153,15855,3079,0.55
"1141",2021-01-23,"South Dakota",31,26,0,0,7,0,106963,1696,77200,106575,60982,1.83,8.73,16164,6.89,12.05,6557,2728,3084,0.724
"1142",2021-01-23,"Tennessee",28,22,16,0,12,16,705876,8819,424152,838825,335823,1.28,6.21,87376,4.92,12.28,22557,15528,2274,0.506
"1143",2021-01-23,"Texas",39,21,5,0,20,22,2242473,34725,1727869,3070825,1474571,0.87,5.96,251815,5.09,10.59,83088,72384,2496,0.563
