"","state","term","outcome","croscor","lagd"
"320","Alaska","vaccine","daily_vaccinations_per_million",0.130548195824761,-10
"321","Alaska","vaccine","daily_vaccinations_per_million",0.0987978401576115,-9
"322","Alaska","vaccine","daily_vaccinations_per_million",-0.0488541050346174,-8
"323","Alaska","vaccine","daily_vaccinations_per_million",-0.0466309073043019,-7
"324","Alaska","vaccine","daily_vaccinations_per_million",0.0760705660133557,-6
"325","Alaska","vaccine","daily_vaccinations_per_million",0.105800995981351,-5
"326","Alaska","vaccine","daily_vaccinations_per_million",0.0494233447648995,-4
"327","Alaska","vaccine","daily_vaccinations_per_million",-0.180571645070706,-3
"328","Alaska","vaccine","daily_vaccinations_per_million",0.108150867784264,-2
"329","Alaska","vaccine","daily_vaccinations_per_million",0.155881950390677,-1
"330","Alaska","vaccine","daily_vaccinations_per_million",0.0930755444520659,0
"331","Alaska","vaccine near me","daily_vaccinations",-0.0827578210093711,-14
"332","Alaska","vaccine near me","daily_vaccinations",-0.0996457534048902,-13
"333","Alaska","vaccine near me","daily_vaccinations",-0.157832955912252,-12
"334","Alaska","vaccine near me","daily_vaccinations",0.0338405434786169,-11
"335","Alaska","vaccine near me","daily_vaccinations",-0.0128164010479014,-10
"336","Alaska","vaccine near me","daily_vaccinations",-0.0387820199285311,-9
"337","Alaska","vaccine near me","daily_vaccinations",0.193877567586345,-8
"338","Alaska","vaccine near me","daily_vaccinations",-0.0541779967040425,-7
"339","Alaska","vaccine near me","daily_vaccinations",-0.0699004928806245,-6
"340","Alaska","vaccine near me","daily_vaccinations",0.0775300225397995,-5
"341","Alaska","vaccine near me","daily_vaccinations",-0.118828277882262,-4
"342","Alaska","vaccine near me","daily_vaccinations",0.064621090145848,-3
"343","Alaska","vaccine near me","daily_vaccinations",0.0527704406500729,-2
"344","Alaska","vaccine near me","daily_vaccinations",0.0165188629919209,-1
"345","Alaska","vaccine near me","daily_vaccinations",0.105515527534887,0
"346","Alaska","vaccine near me","daily_vaccinations_per_million",-0.0827695145533481,-14
"347","Alaska","vaccine near me","daily_vaccinations_per_million",-0.0996630708994832,-13
"348","Alaska","vaccine near me","daily_vaccinations_per_million",-0.157852841261973,-12
"349","Alaska","vaccine near me","daily_vaccinations_per_million",0.0339057271486032,-11
"350","Alaska","vaccine near me","daily_vaccinations_per_million",-0.0128451534156428,-10
"351","Alaska","vaccine near me","daily_vaccinations_per_million",-0.0387476901823392,-9
"352","Alaska","vaccine near me","daily_vaccinations_per_million",0.193816829103238,-8
"353","Alaska","vaccine near me","daily_vaccinations_per_million",-0.0541645388804164,-7
"354","Alaska","vaccine near me","daily_vaccinations_per_million",-0.0698657169921756,-6
"355","Alaska","vaccine near me","daily_vaccinations_per_million",0.0775475605429377,-5
"356","Alaska","vaccine near me","daily_vaccinations_per_million",-0.118845577322474,-4
"357","Alaska","vaccine near me","daily_vaccinations_per_million",0.0646065978867906,-3
"358","Alaska","vaccine near me","daily_vaccinations_per_million",0.0528240569801909,-2
"359","Alaska","vaccine near me","daily_vaccinations_per_million",0.0164836840611266,-1
"360","Alaska","vaccine near me","daily_vaccinations_per_million",0.105512161342622,0
"361","Arizona","covid","daily_vaccinations",0.00411631836894338,-14
"362","Arizona","covid","daily_vaccinations",-0.0444902454842851,-13
"363","Arizona","covid","daily_vaccinations",-0.0980672157981884,-12
"364","Arizona","covid","daily_vaccinations",0.109868848894493,-11
"365","Arizona","covid","daily_vaccinations",0.0308844429813883,-10
"366","Arizona","covid","daily_vaccinations",-0.024134525102926,-9
"367","Arizona","covid","daily_vaccinations",-0.0284118504593193,-8
"368","Arizona","covid","daily_vaccinations",-0.0480682911927788,-7
"369","Arizona","covid","daily_vaccinations",-0.0468175856073246,-6
"370","Arizona","covid","daily_vaccinations",0.0800975796060332,-5
"371","Arizona","covid","daily_vaccinations",-0.0520398838222882,-4
"372","Arizona","covid","daily_vaccinations",0.0798426726872853,-3
"373","Arizona","covid","daily_vaccinations",0.0702714927081687,-2
"374","Arizona","covid","daily_vaccinations",0.0793297574785082,-1
